,variable,value
2593,COMP,220793.785
2594,COMP,221584.615
2595,COMP,218529.99300000002
2596,COMP,243353.48100000003
2597,COMP,233319.484
2598,COMP,216074.913
2599,COMP,215468.13100000002
2600,COMP,235061.305
2601,COMP,254681.204
2602,COMP,241475.635
2603,COMP,256649.585
2604,COMP,237462.55800000002
2605,COMP,238625.55
2606,COMP,238443.782
2607,COMP,239697.69600000003
2608,COMP,333849.917
2609,COMP,240812.467
2610,COMP,242967.112
2611,COMP,225746.885
2612,COMP,236700.173
2613,COMP,202955.586
2614,COMP,199723.94
2615,COMP,217949.093
2616,LANG,10927.261999999999
2617,LANG,11108.54
2618,LANG,16573.103
2619,LANG,121293.632
2620,LANG,12721.968
2621,LANG,13846.893
2622,LANG,9603.056999999999
2623,LANG,80161.262
2624,LANG,10159.329
2625,LANG,81680.061
2626,LANG,80639.269
2627,LANG,63469.695
2628,LANG,13592.738000000001
2629,LANG,55325.238
2630,LANG,30190.337000000003
2631,LANG,17580.834
2632,LANG,67413.993
2633,LANG,36471.891
2634,LANG,34469.527
2635,LANG,35762.951
2636,LANG,35584.395
2637,LANG,17315.886000000002
2638,LANG,38791.737
2639,LANG,37043.221
2640,LANG,24356.21
2641,LANG,24398.678
2642,LANG,39345.306000000004
2643,LANG,164988.094
2644,LANG,43527.676
2645,LANG,55971.693
2646,LANG,185190.065
2647,LANG,56869.740999999995
2648,LANG,33445.554
2649,LANG,179174.296
2650,LANG,45982.239
2651,LANG,95497.058
2652,LANG,46896.698
2653,LANG,70928.041
2654,LANG,36281.793
2655,LANG,190850.609
2656,LANG,185534.457
2657,LANG,98483.946
2658,LANG,97842.284
2659,LANG,97690.795
2660,LANG,81368.518
2661,LANG,98952.763
2662,LANG,98722.54699999999
2663,LANG,44665.312000000005
2664,LANG,55693.605
2665,LANG,31621.331000000002
2666,LANG,101485.024
2667,LANG,101481.558
2668,LANG,192185.038
2669,LANG,73696.48599999999
2670,LANG,171523.55800000002
2671,LANG,177744.746
2672,LANG,36186.992999999995
2673,LANG,36750.43
2674,LANG,104070.38699999999
2675,LANG,121562.19099999999
2676,LANG,38167.562999999995
2677,LANG,38691.377
2678,LANG,88600.918
2679,LANG,106504.084
2680,LANG,54911.017
2681,LANG,40300.739
2682,LANG,39565.344
2683,LANG,109036.903
2684,LANG,108819.525
2685,LANG,110070.133
2686,LANG,109691.498
2687,LANG,110484.564
2688,LANG,111222.924
2689,LANG,94749.45800000001
2690,LANG,96148.369
2691,LANG,57811.012
2692,LANG,59832.193
2693,LANG,55456.497
2694,LANG,56222.73
2695,LANG,50899.450999999994
2696,LANG,55996.883
2697,LANG,57480.972
2698,LANG,58862.651
2699,LANG,128728.448
2700,LANG,117492.381
2701,LANG,113621.69699999999
2702,LANG,54776.249
2703,LANG,54353.176
2704,LANG,55305.888
2705,LANG,119367.866
2706,LANG,60475.465
2707,LANG,120948.698
2708,LANG,61065.422999999995
2709,LANG,61686.636
2710,LANG,77265.7
2711,LANG,107832.78
2712,LANG,79407.185
2713,LANG,110361.83099999999
2714,LANG,124592.977
2715,LANG,125080.26800000001
2716,LANG,110860.306
2717,LANG,73697.08099999999
2718,LANG,127470.659
2719,LANG,128406.77699999999
2720,LANG,92420.995
2721,LANG,93048.567
2722,LANG,59922.473
2723,LANG,130321.29
2724,LANG,130427.695
2725,LANG,120038.75
2726,LANG,115209.712
2727,LANG,117546.05900000001
2728,LANG,100212.57699999999
2729,LANG,101652.015
2730,LANG,137276.422
2731,LANG,65251.123
2732,LANG,99705.883
2733,LANG,65790.618
2734,LANG,88832.06
2735,LANG,69504.413
2736,LANG,76993.108
2737,LANG,135651.253
2738,LANG,75209.465
2739,LANG,76631.705
2740,LANG,123676.90699999999
2741,LANG,136187.784
2742,LANG,76368.918
2743,LANG,77274.368
2744,LANG,78046.443
2745,LANG,137985.889
2746,LANG,138164.098
2747,LANG,138417.47699999998
2748,LANG,138611.219
2749,LANG,72903.241
2750,LANG,81321.731
2751,LANG,140921.327
2752,LANG,80802.62299999999
2753,LANG,142056.101
2754,LANG,98596.64199999999
2755,LANG,99617.54800000001
2756,LANG,164216.861
2757,LANG,142257.994
2758,LANG,143425.464
2759,LANG,144624.854
2760,LANG,169532.67
2761,LANG,169491.71300000002
2762,LANG,83060.099
2763,LANG,83362.77
2764,LANG,83735.663
2765,LANG,84856.26800000001
2766,LANG,84464.631
2767,LANG,86033.476
2768,LANG,85824.463
2769,LANG,94433.179
2770,LANG,139662.12099999998
2771,LANG,159365.522
2772,LANG,191228.58800000002
2773,LANG,108866.821
2774,LANG,110384.931
2775,LANG,153205.407
2776,LANG,154660.393
2777,LANG,154085.422
2778,LANG,153461.19400000002
2779,LANG,91745.465
2780,LANG,93276.788
2781,LANG,96101.54400000001
2782,LANG,108504.45
2783,LANG,158168.291
2784,LANG,115170.306
2785,LANG,296220.195
2786,LANG,112789.32400000001
2787,LANG,188299.397
2788,LANG,203297.962
2789,LANG,305384.797
2790,LANG,167709.482
2791,LANG,94668.866
2792,LANG,248111.22
2793,LANG,96578.42
2794,LANG,112638.62800000001
2795,LANG,121529.84300000001
2796,LANG,98670.31
2797,LANG,108379.618
2798,LANG,107905.145
2799,LANG,108355.101
2800,LANG,109987.043
2801,LANG,110365.386
2802,LANG,110081.239
2803,LANG,110645.815
2804,LANG,112362.597
2805,LANG,167180.735
2806,LANG,140174.304
2807,LANG,116160.79199999999
2808,LANG,110799.984
2809,LANG,229663.081
2810,LANG,120865.26699999999
2811,LANG,122276.439
2812,LANG,192401.15
2813,LANG,122258.33
2814,LANG,160694.048
2815,LANG,154090.58800000002
2816,LANG,107926.181
2817,LANG,108387.45800000001
2818,LANG,158928.741
2819,LANG,112454.397
2820,LANG,109407.705
2821,LANG,110302.936
2822,LANG,127391.823
2823,LANG,126840.79
2824,LANG,130441.349
2825,LANG,115104.633
2826,LANG,117998.12400000001
2827,LANG,180849.07100000003
2828,LANG,116815.36
2829,LANG,152473.094
2830,LANG,137989.734
2831,LANG,117985.50300000001
2832,LANG,183575.52800000002
2833,LANG,137725.779
2834,LANG,138962.716
2835,LANG,160949.062
2836,LANG,119257.42599999999
2837,LANG,133809.354
2838,LANG,184911.955
2839,LANG,185913.71300000002
2840,LANG,123716.83300000001
2841,LANG,122468.655
2842,LANG,137728.975
2843,LANG,137770.325
2844,LANG,143361.97
2845,LANG,189909.68600000002
2846,LANG,126133.51199999999
2847,LANG,126506.37400000001
2848,LANG,127274.86300000001
2849,LANG,191056.57
2850,LANG,187818.35
2851,LANG,161197.139
2852,LANG,161429.481
2853,LANG,163506.019
2854,LANG,193681.77300000002
2855,LANG,194646.754
2856,LANG,192799.711
2857,LANG,195141.115
2858,LANG,194749.49899999998
2859,LANG,195268.099
2860,LANG,195136.24800000002
2861,LANG,184632.09699999998
2862,LANG,142790.325
2863,LANG,197441.473
2864,LANG,197022.53100000002
2865,LANG,136450.658
2866,LANG,213057.832
2867,LANG,200242.94
2868,LANG,214186.96300000002
2869,LANG,295312.48600000003
2870,LANG,253698.655
2871,LANG,139326.047
2872,LANG,140775.841
2873,LANG,146696.733
2874,LANG,190430.84
2875,LANG,193035.488
2876,LANG,192072.901
2877,LANG,192341.61800000002
2878,LANG,193484.87399999998
2879,LANG,192942.488
2880,LANG,193444.194
2881,LANG,141407.866
2882,LANG,189328.55800000002
2883,LANG,196095.391
2884,LANG,196869.079
2885,LANG,161085.073
2886,LANG,162542.77300000002
2887,LANG,162850.268
2888,LANG,158952.739
2889,LANG,162027.145
2890,LANG,163373.958
2891,LANG,205221.93600000002
2892,LANG,147837.065
2893,LANG,173813.31100000002
2894,LANG,154765.242
2895,LANG,150790.05
2896,LANG,162590.228
2897,LANG,148809.962
2898,LANG,148875.658
2899,LANG,161348.829
2900,LANG,193205.358
2901,LANG,199127.58399999997
2902,LANG,154811.828
2903,LANG,230767.25699999998
2904,LANG,200436.61
2905,LANG,223816.392
2906,LANG,223363.02
2907,LANG,168864.715
2908,LANG,314391.096
2909,LANG,240954.80899999998
2910,LANG,209908.944
2911,LANG,157412.768
2912,LANG,156237.295
2913,LANG,178887.169
2914,LANG,226375.288
2915,LANG,
2916,LANG,
2917,LANG,
2918,LANG,
2919,LANG,
2920,LANG,
2921,LANG,
2922,LANG,
2923,LANG,
2924,LANG,
2925,LANG,
2926,LANG,
2927,LANG,
2928,LANG,
2929,LANG,
2930,LANG,
2931,LANG,
2932,LANG,
2933,LANG,
2934,LANG,
2935,LANG,
2936,LANG,
2937,LANG,
2938,LANG,
2939,LANG,
2940,LANG,
2941,LANG,
2942,LANG,
2943,LANG,
2944,LANG,
2945,LANG,
2946,LANG,
2947,LANG,
2948,LANG,
2949,LANG,
2950,LANG,
2951,LANG,
2952,LANG,
2953,LANG,
2954,LANG,
2955,LANG,
2956,LANG,
2957,LANG,
2958,LANG,
2959,LANG,
2960,LANG,
2961,LANG,
2962,LANG,
2963,LANG,
2964,LANG,
2965,LANG,
2966,LANG,
2967,LANG,
2968,LANG,
2969,LANG,
2970,LANG,
2971,LANG,
2972,LANG,
2973,LANG,
2974,LANG,
2975,LANG,
2976,LANG,
2977,LANG,
2978,LANG,
2979,LANG,
2980,LANG,
2981,LANG,
2982,LANG,
2983,LANG,
2984,LANG,
2985,LANG,
2986,LANG,
2987,LANG,
2988,LANG,
2989,LANG,
2990,LANG,
2991,LANG,
2992,LANG,
2993,LANG,
2994,LANG,
2995,LANG,
2996,LANG,
2997,LANG,
2998,LANG,
2999,LANG,
3000,LANG,
3001,LANG,
3002,LANG,
3003,LANG,
3004,LANG,
3005,LANG,
3006,LANG,
3007,LANG,
3008,LANG,
3009,LANG,
3010,LANG,
3011,LANG,
3012,LANG,
3013,LANG,
3014,LANG,
3015,LANG,
3016,LANG,
3017,LANG,
3018,LANG,
3019,LANG,
3020,LANG,
3021,LANG,
3022,LANG,
3023,LANG,
3024,LANG,
3025,LANG,
3026,LANG,
3027,LANG,
3028,LANG,
3029,LANG,
3030,LANG,
3031,LANG,
3032,LANG,
3033,LANG,
3034,LANG,
3035,LANG,
3036,LANG,
3037,LANG,
3038,LANG,
3039,LANG,
3040,LANG,
3041,LANG,
3042,LANG,
3043,LANG,
3044,LANG,
3045,LANG,
3046,LANG,
3047,LANG,
3048,LANG,
3049,LANG,
3050,LANG,
3051,LANG,
3052,MATH,16899.93
3053,MATH,17470.876
3054,MATH,251768.667
3055,MATH,17512.721
3056,MATH,253108.832
3057,MATH,19096.896
3058,MATH,383239.975
3059,MATH,20557.154
3060,MATH,21859.63
3061,MATH,257478.617
3062,MATH,23571.447
3063,MATH,315349.163
3064,MATH,18176.144
3065,MATH,623106.983
3066,MATH,147540.622
3067,MATH,23425.927000000003
3068,MATH,720737.708
3069,MATH,203580.551
3070,MATH,21060.647999999997
3071,MATH,207252.357
3072,MATH,204474.823
3073,MATH,206970.354
3074,MATH,20908.379
3075,MATH,207140.074
3076,MATH,207182.73899999997
3077,MATH,24432.134
3078,MATH,25868.853
3079,MATH,26931.867000000002
3080,MATH,43438.065
3081,MATH,28143.091
3082,MATH,27408.737
3083,MATH,23819.529
3084,MATH,26334.05
3085,MATH,25109.887000000002
3086,MATH,35835.05
3087,MATH,30103.711
3088,MATH,36806.02
3089,MATH,26440.343999999997
3090,MATH,35329.281
3091,MATH,30299.036
3092,MATH,27604.138
3093,MATH,31585.406000000003
3094,MATH,28566.896
3095,MATH,29095.971
3096,MATH,29796.466
3097,MATH,29871.319
3098,MATH,287285.345
3099,MATH,290070.457
3100,MATH,32320.721
3101,MATH,131258.635
3102,MATH,691176.353
3103,MATH,40021.797
3104,MATH,85369.56
3105,MATH,63133.85400000001
3106,MATH,
3107,MATH,
3108,MATH,
3109,MATH,
3110,MATH,
3111,MATH,
3112,MATH,
3113,MATH,
3114,MATH,
3115,MATH,
3116,MATH,
3117,MATH,
3118,MATH,
3119,MATH,
3120,MATH,
3121,MATH,
3122,MATH,
3123,MATH,
3124,MATH,
3125,MATH,
3126,MATH,
3127,MATH,
3128,MATH,
3129,MATH,
3130,MATH,
3131,MATH,
3132,MATH,
3133,MATH,
3134,MATH,
3135,MATH,
3136,MATH,
3137,MATH,
3138,MATH,
3139,MATH,
3140,MATH,
3141,MATH,
3142,MATH,
3143,MATH,
3144,MATH,
3145,MATH,
3146,MATH,
3147,MATH,
3148,MATH,
3149,MATH,
3150,MATH,
3151,MATH,
3152,MATH,
3153,MATH,
3154,MATH,
3155,MATH,
3156,MATH,
3157,MATH,
3158,MATH,
3159,MATH,
3160,MATH,
3161,MATH,
3162,MATH,
3163,MATH,
3164,MATH,
3165,MATH,
3166,MATH,
3167,MATH,
3168,MATH,
3169,MATH,
3170,MATH,
3171,MATH,
3172,MATH,
3173,MATH,
3174,MATH,
3175,MATH,
3176,MATH,
3177,MATH,
3178,MATH,
3179,MATH,
3180,MATH,
3181,MATH,
3182,MATH,
3183,MATH,
3184,MATH,
3185,MATH,
3186,MATH,
3187,MATH,
3188,MATH,
3189,MATH,
3190,MATH,
3191,MATH,
3192,MATH,
3193,MATH,
3194,MATH,
3195,MATH,
3196,MATH,
3197,MATH,
3198,MATH,
3199,MATH,
3200,MATH,
3201,MATH,
3202,MATH,
3203,MATH,
3204,MATH,
3205,MATH,
3206,MATH,
3207,MATH,
3208,MATH,
3209,MATH,
3210,MATH,
3211,MATH,
3212,MATH,
3213,MATH,
3214,MATH,
3215,MATH,
3216,MATH,
3217,MATH,
3218,MATH,
3219,MATH,
3220,MATH,
3221,MATH,
3222,MATH,
3223,MATH,
3224,MATH,
3225,MATH,
3226,MATH,
3227,MATH,
3228,MATH,
3229,MATH,
3230,MATH,
3231,MATH,
3232,MATH,
3233,MATH,
3234,MATH,
3235,MATH,
3236,MATH,
3237,MATH,
3238,MATH,
3239,MATH,
3240,MATH,
3241,MATH,
3242,MATH,
3243,MATH,
3244,MATH,
3245,MATH,
3246,MATH,
3247,MATH,
3248,MATH,
3249,MATH,
3250,MATH,
3251,MATH,
3252,MATH,
3253,MATH,
3254,MATH,
3255,MATH,
3256,MATH,
3257,MATH,
3258,MATH,
3259,MATH,
3260,MATH,
3261,MATH,
3262,MATH,
3263,MATH,
3264,MATH,
3265,MATH,
3266,MATH,
3267,MATH,
3268,MATH,
3269,MATH,
3270,MATH,
3271,MATH,
3272,MATH,
3273,MATH,
3274,MATH,
3275,MATH,
3276,MATH,
3277,MATH,
3278,MATH,
3279,MATH,
3280,MATH,
3281,MATH,
3282,MATH,
3283,MATH,
3284,MATH,
3285,MATH,
3286,MATH,
3287,MATH,
3288,MATH,
3289,MATH,
3290,MATH,
3291,MATH,
3292,MATH,
3293,MATH,
3294,MATH,
3295,MATH,
3296,MATH,
3297,MATH,
3298,MATH,
3299,MATH,
3300,MATH,
3301,MATH,
3302,MATH,
3303,MATH,
3304,MATH,
3305,MATH,
3306,MATH,
3307,MATH,
3308,MATH,
3309,MATH,
3310,MATH,
3311,MATH,
3312,MATH,
3313,MATH,
3314,MATH,
3315,MATH,
3316,MATH,
3317,MATH,
3318,MATH,
3319,MATH,
3320,MATH,
3321,MATH,
3322,MATH,
3323,MATH,
3324,MATH,
3325,MATH,
3326,MATH,
3327,MATH,
3328,MATH,
3329,MATH,
3330,MATH,
3331,MATH,
3332,MATH,
3333,MATH,
3334,MATH,
3335,MATH,
3336,MATH,
3337,MATH,
3338,MATH,
3339,MATH,
3340,MATH,
3341,MATH,
3342,MATH,
3343,MATH,
3344,MATH,
3345,MATH,
3346,MATH,
3347,MATH,
3348,MATH,
3349,MATH,
3350,MATH,
3351,MATH,
3352,MATH,
3353,MATH,
3354,MATH,
3355,MATH,
3356,MATH,
3357,MATH,
3358,MATH,
3359,MATH,
3360,MATH,
3361,MATH,
3362,MATH,
3363,MATH,
3364,MATH,
3365,MATH,
3366,MATH,
3367,MATH,
3368,MATH,
3369,MATH,
3370,MATH,
3371,MATH,
3372,MATH,
3373,MATH,
3374,MATH,
3375,MATH,
3376,MATH,
3377,MATH,
3378,MATH,
3379,MATH,
3380,MATH,
3381,MATH,
3382,MATH,
3383,MATH,
3384,MATH,
3385,MATH,
3386,MATH,
3387,MATH,
3388,MATH,
3389,MATH,
3390,MATH,
3391,MATH,
3392,MATH,
3393,MATH,
3394,MATH,
3395,MATH,
3396,MATH,
3397,MATH,
3398,MATH,
3399,MATH,
3400,MATH,
3401,MATH,
3402,MATH,
3403,MATH,
3404,MATH,
3405,MATH,
3406,MATH,
3407,MATH,
3408,MATH,
3409,MATH,
3410,MATH,
3411,MATH,
3412,MATH,
3413,MATH,
3414,MATH,
3415,MATH,
3416,MATH,
3417,MATH,
3418,MATH,
3419,MATH,
3420,MATH,
3421,MATH,
3422,MATH,
3423,MATH,
3424,MATH,
3425,MATH,
3426,MATH,
3427,MATH,
3428,MATH,
3429,MATH,
3430,MATH,
3431,MATH,
3432,MATH,
3433,MATH,
3434,MATH,
3435,MATH,
3436,MATH,
3437,MATH,
3438,MATH,
3439,MATH,
3440,MATH,
3441,MATH,
3442,MATH,
3443,MATH,
3444,MATH,
3445,MATH,
3446,MATH,
3447,MATH,
3448,MATH,
3449,MATH,
3450,MATH,
3451,MATH,
3452,MATH,
3453,MATH,
3454,MATH,
3455,MATH,
3456,MATH,
3457,MATH,
3458,MATH,
3459,MATH,
3460,MATH,
3461,MATH,
3462,MATH,
3463,MATH,
3464,MATH,
3465,MATH,
3466,MATH,
3467,MATH,
3468,MATH,
3469,MATH,
3470,MATH,
3471,MATH,
3472,MATH,
3473,MATH,
3474,MATH,
3475,MATH,
3476,MATH,
3477,MATH,
3478,MATH,
3479,MATH,
3480,MATH,
3481,MATH,
3482,MATH,
3483,MATH,
3484,MATH,
3485,MATH,
3486,MATH,
3487,MATH,
