timestamp,mode,algo,model_name,episodes,steps,cycle_id,training_time,testing_time,winsize,test_cases,failed_test_cases, apfd, nrpa, random_apfd, optimal_apfd
15/09/2020 01:41:39,PAIRWISE,PPO1,PAIRWISE_PPO1_0_0,200,6400,9c5dc5b6ac43c7de108277a71a9279364efd4193,6454.404,646.195,4,13,0,0,0.7521367521367521,0,0
15/09/2020 01:41:51,PAIRWISE,PPO1,PAIRWISE_PPO1_0_1,200,12221,c117e035fa483d55a77560f366a760fd4e29eef0,10147.021,640.599,4,9,0,0,0.8210526315789474,0,0
15/09/2020 01:41:59,PAIRWISE,PPO1,PAIRWISE_PPO1_0_4,200,7505,a22b4c4778701e05e4e12e06b350a11a8d6521f2,7156.323,703.272,4,39,0,0,0.789776046738072,0,0
15/09/2020 01:42:37,PAIRWISE,PPO1,PAIRWISE_PPO1_0_5,200,49026,09d9573976cd4b9f1de5d04b0b5719913f49f5ea,36521.187,700.766,4,38,0,0,0.8749145591250854,0,0
15/09/2020 01:43:15,PAIRWISE,PPO1,PAIRWISE_PPO1_0_6,200,47484,5a0c1c4c60e1feaa29030dd622384376107aee24,36102.722,642.521,4,7,0,0,0.9357142857142857,0,0
15/09/2020 01:43:23,PAIRWISE,PPO1,PAIRWISE_PPO1_0_10,200,5330,44dbaffa1e16b968276858fdf481d4df714bfb24,6795.9,636.309,4,7,0,0,0.9785714285714285,0,0
15/09/2020 01:43:32,PAIRWISE,PPO1,PAIRWISE_PPO1_0_11,200,5330,67162371012ea750f5f869c19d7368bb57ae60d0,7354.26,647.35,4,13,0,0,0.9340659340659341,0,0
15/09/2020 01:43:46,PAIRWISE,PPO1,PAIRWISE_PPO1_0_20,200,12221,78a9fbcac7144841fdaaedc0311d3d087fe61f5a,13074.588,639.348,4,10,0,0,0.987012987012987,0,0
15/09/2020 01:43:58,PAIRWISE,PPO1,PAIRWISE_PPO1_0_22,200,8643,cc976bfa016aa18151a1db02bbedf8051d07aa90,10273.159,827.526,4,10,0,0,0.9896103896103896,0,0
15/09/2020 01:44:10,PAIRWISE,PPO1,PAIRWISE_PPO1_0_23,200,8643,a67bc739194c92ed4e28e62a50eabcd073a532c7,11539.556,632.592,4,7,0,0,0.9928571428571429,0,0
15/09/2020 01:44:20,PAIRWISE,PPO1,PAIRWISE_PPO1_0_24,200,5330,2e74b049db1b7f5040a97c05c5357678c44585ae,8846.958,633.314,4,7,0,0,0.9785714285714285,0,0
15/09/2020 01:44:31,PAIRWISE,PPO1,PAIRWISE_PPO1_0_27,200,5330,418b3444ca7171127b632cd0e4c4de93fd4f3a2b,9193.719,727.41,4,40,0,0,0.9513550135501355,0,0
15/09/2020 01:45:14,PAIRWISE,PPO1,PAIRWISE_PPO1_0_29,200,50575,1248bf8d54bb6e7effc552ae00444dd9fa6760c2,41462.358,713.357,4,38,0,0,0.9959514170040485,0,0
15/09/2020 01:45:55,PAIRWISE,PPO1,PAIRWISE_PPO1_0_30,200,47484,74951e09ad3e2fa7d210489d1d3e6c191509b090,39268.082,724.574,4,40,0,0,0.9887985546522132,0,0
15/09/2020 01:46:38,PAIRWISE,PPO1,PAIRWISE_PPO1_0_31,200,50575,f66b47f87961ef83b817ae5a19e9f703e69e174c,41790.591,725.304,4,39,0,0,0.9956183057448881,0,0
