timestamp,mode,algo,model_name,episodes,steps,cycle_id,training_time,testing_time,winsize,test_cases,failed_test_cases, apfd, nrpa, random_apfd, optimal_apfd
15/09/2020 14:17:15,POINTWISE,PPO2,POINTWISE_PPO2_0_0,200,6400,9c5dc5b6ac43c7de108277a71a9279364efd4193,6834.592,679.434,4,13,0,0,0.8534798534798534,0,0
15/09/2020 14:17:29,POINTWISE,PPO2,POINTWISE_PPO2_0_1,200,12221,c117e035fa483d55a77560f366a760fd4e29eef0,12159.058,696.959,4,9,0,0,0.7789473684210526,0,0
15/09/2020 14:17:38,POINTWISE,PPO2,POINTWISE_PPO2_0_4,200,7505,a22b4c4778701e05e4e12e06b350a11a8d6521f2,7704.845,711.289,4,39,0,0,0.7882667964946446,0,0
15/09/2020 14:18:18,POINTWISE,PPO2,POINTWISE_PPO2_0_5,200,49026,09d9573976cd4b9f1de5d04b0b5719913f49f5ea,38577.527,861.379,4,38,0,0,0.8582995951417004,0,0
15/09/2020 14:18:57,POINTWISE,PPO2,POINTWISE_PPO2_0_6,200,47484,5a0c1c4c60e1feaa29030dd622384376107aee24,37168.663,830.913,4,7,0,0,0.8785714285714286,0,0
15/09/2020 14:19:05,POINTWISE,PPO2,POINTWISE_PPO2_0_10,200,5330,44dbaffa1e16b968276858fdf481d4df714bfb24,7650.895,687.499,4,7,0,0,0.8785714285714286,0,0
15/09/2020 14:19:15,POINTWISE,PPO2,POINTWISE_PPO2_0_11,200,5330,67162371012ea750f5f869c19d7368bb57ae60d0,8338.356,689.984,4,13,0,0,0.938949938949939,0,0
15/09/2020 14:19:31,POINTWISE,PPO2,POINTWISE_PPO2_0_20,200,12221,78a9fbcac7144841fdaaedc0311d3d087fe61f5a,14426.949,680.308,4,10,0,0,0.974025974025974,0,0
15/09/2020 14:19:44,POINTWISE,PPO2,POINTWISE_PPO2_0_22,200,8643,cc976bfa016aa18151a1db02bbedf8051d07aa90,11512.0,788.207,4,10,0,0,0.9532467532467532,0,0
15/09/2020 14:19:57,POINTWISE,PPO2,POINTWISE_PPO2_0_23,200,8643,a67bc739194c92ed4e28e62a50eabcd073a532c7,11825.774,817.056,4,7,0,0,0.95,0,0
15/09/2020 14:20:08,POINTWISE,PPO2,POINTWISE_PPO2_0_24,200,5330,2e74b049db1b7f5040a97c05c5357678c44585ae,9861.224,662.837,4,7,0,0,0.9571428571428572,0,0
