TestTargetsPerCommit,RL,RF,RRF,MART,RankNet,RankBoost,Coordinate Ascent,LambdaMART,RLMLP,kNN,lang,normal,RPA
4,0.756666666666667,0.733333333333333,0.7,0.966666666666667,1,0.9,0.84,0.906666666666667,0.766666666666667,0.7,,,
1,1,1,1,1,1,1,1,1,1,1,,,
15,0.747983870967742,0.8175,0.792822580645162,0.987903225806452,0.926129032258065,0.808064516129032,0.691935483870968,0.903306451612904,0.74491935483871,0.818548387096774,,,
47,0.745209966405375,0.924857222844345,0.916951287793953,0.93978163493841,0.668866181410974,0.844484882418813,0.644188129899216,0.937343225083987,0.739216125419933,0.872228443449048,,,
60,0.783369462132503,0.936516732150115,0.909676195637448,0.928586912342501,0.673778620783092,0.802763853136432,0.655867768595042,0.921117734724292,0.74770220837285,0.888050399674841,,,
79,0.75542213995701,0.934205875328398,0.921333293527585,0.944685932648674,0.640093145450203,0.768408168139479,0.634691903510867,0.9413058275615,0.733885837114879,0.876438977788392,,,
25,0.753158371040724,0.859058823529412,0.845140271493213,0.912398190045249,0.676289592760181,0.790226244343891,0.652633484162896,0.876434389140272,0.741809954751131,0.819004524886878,,,
25,0.781918552036199,0.877303167420814,0.86510407239819,0.916199095022624,0.65462443438914,0.77972850678733,0.632542986425339,0.911800904977376,0.801918552036199,0.807239819004525,,,
5,0.8,0.701818181818182,0.723636363636364,0.890909090909091,1,1,0.872727272727273,0.865454545454546,0.781818181818182,0.818181818181818,,,
3,0.828571428571429,0.828571428571429,0.785714285714286,0.785714285714286,1,1,0.892857142857143,0.785714285714286,0.871428571428571,0.928571428571429,,,
3,0.842857142857143,0.771428571428571,0.928571428571428,0.928571428571429,1,1,0.892857142857143,0.928571428571429,0.928571428571429,0.928571428571429,,,
4,0.756666666666667,0.793333333333333,0.8,0.766666666666667,0.976666666666667,0.966666666666667,0.803333333333333,0.77,0.766666666666667,0.8,,,
3,0.785714285714286,0.714285714285714,0.728571428571428,0.785714285714286,1,0.785714285714286,0.935714285714286,0.721428571428571,0.785714285714286,0.714285714285714,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
55,0.737409617409618,0.938438048438049,0.930672165672166,0.962214812214812,0.661209196209196,0.763232713232713,0.626053001053001,0.943137943137943,0.692065637065637,0.896630396630397,,,
55,0.70963495963496,0.934071604071604,0.914980694980695,0.982485082485082,0.661346086346087,0.726535626535627,0.625819585819586,0.951853281853282,0.682927342927343,0.911126711126711,,,
55,0.801909441909442,0.932913302913303,0.922725517725518,0.97934362934363,0.662272727272728,0.744822744822745,0.628044928044928,0.949331344331345,0.815861705861706,0.900895050895051,,,
1,1,1,1,1,1,1,1,1,1,1,,,
55,0.778144963144963,0.943739908739909,0.912195507195508,0.973552123552124,0.661393471393472,0.716953316953317,0.623081783081783,0.956209196209196,0.767827307827308,0.879361179361179,,,
5,0.756363636363636,0.94,0.930909090909091,0.981818181818182,1,0.927272727272728,0.849090909090909,0.950909090909091,0.8,0.654545454545455,,,
9,0.782456140350877,0.886315789473684,0.936140350877193,0.891228070175439,0.943859649122807,0.887719298245614,0.791929824561404,0.863157894736842,0.805263157894737,0.8,,,
9,0.804561403508772,0.982456140350877,0.976140350877193,0.943859649122807,0.946315789473684,0.845614035087719,0.743157894736842,0.867017543859649,0.822105263157895,0.915789473684211,,,
3,0.85,0.942857142857143,0.814285714285714,0.928571428571429,0.978571428571428,1,0.721428571428571,1,0.807142857142857,0.714285714285714,,,
12,0.767538461538462,0.896,0.904923076923077,0.938461538461539,0.938461538461538,0.913846153846154,0.7,0.896769230769231,0.803692307692308,0.841538461538461,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
21,0.781123527635156,0.859045605557234,0.844095439444277,0.956206584113561,0.689580187254606,0.710661431591664,0.674690425853217,0.919933554817276,0.822228933856841,0.835699184536394,,,
3,0.785714285714286,0.971428571428571,0.928571428571428,1,1,0.928571428571429,0.807142857142857,0.928571428571429,0.807142857142857,0.928571428571428,,,
55,0.841130221130221,0.942076167076167,0.928704808704809,0.966935766935767,0.661254826254826,0.714531414531414,0.623946998946999,0.947211302211303,0.822083187083187,0.903439803439804,,,
26,0.741170778906628,0.915965166908563,0.917658442186744,0.911465892597968,0.665521690049992,0.90501532010966,0.666682793097888,0.952443154329947,0.744315432994678,0.890824060635381,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
3,0.864285714285715,0.785714285714286,0.842857142857143,0.785714285714286,0.942857142857143,0.928571428571429,0.814285714285714,0.928571428571429,0.757142857142857,0.714285714285714,,,
138,0.74213099148683,0.857699512968498,0.868679120429916,0.880717369284607,0.648660126991799,0.796792796495813,0.674619143172356,0.872237171807053,0.752353797389024,0.813524411988224,,,
24,0.788755102040816,0.906979591836735,0.870979591836735,0.968775510204082,0.69,0.811836734693878,0.680693877551021,0.910448979591837,0.768163265306123,0.854081632653061,,,
73,0.793070593657678,0.919754588247739,0.906535750175672,0.959357456422036,0.661034839704116,0.779469433089785,0.636922077235189,0.93686163099079,0.805386515954031,0.896674700979985,,,
83,0.786653199624847,0.925779937543158,0.924659630824409,0.947684665093221,0.641616766467066,0.785126820369588,0.64816855102188,0.927541818256774,0.779461387036598,0.884738268729322,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
142,0.738495751838969,0.877991156360318,0.882668436085782,0.90101551524828,0.641475114951764,0.795535672629817,0.688447282887609,0.85910371318822,0.730844603876479,0.823292052647131,,,
60,0.740986316217315,0.941728763040239,0.922958948651944,0.944424874678228,0.663645847446146,0.740265546673893,0.642351984825905,0.942582305920607,0.714110554125458,0.89840130063677,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
6,0.857142857142857,0.814285714285714,0.885714285714286,0.989010989010989,0.918681318681319,0.934065934065934,0.728571428571428,0.985714285714286,0.812087912087912,0.758241758241758,,,
108,0.777313894878263,0.90893849499946,0.911473526966276,0.923004833777252,0.640820990525045,0.763349258022238,0.665585760791443,0.900176392940524,0.770319715140668,0.84200970513489,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
5,0.769090909090909,0.825454545454545,0.730909090909091,0.872727272727273,1,0.818181818181818,0.849090909090909,0.698181818181818,0.803636363636364,0.745454545454546,,,
8,0.784313725490196,0.906862745098039,0.882352941176471,0.950980392156863,0.997058823529412,0.946078431372549,0.731862745098039,0.911764705882353,0.817156862745098,0.784313725490196,,,
19,0.751983805668016,0.869109311740891,0.886153846153846,0.872874493927125,0.682631578947368,0.764372469635627,0.692591093117409,0.875587044534413,0.766599190283401,0.819028340080972,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
26,0.730914368650218,0.900967585873246,0.900483792936623,0.914207385905499,0.670795033059184,0.766328011611031,0.679471053055959,0.873971940009676,0.77510079019513,0.727463312368973,,,
2,1,1,1,1,1,1,0.86,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
7,0.7,0.943571428571429,0.921428571428571,0.878571428571428,0.935,0.992857142857143,0.720714285714286,0.973571428571429,0.693571428571429,0.907142857142857,,,
15,0.759596774193548,0.824193548387097,0.828225806451613,0.988709677419355,0.92991935483871,0.859677419354839,0.68991935483871,0.869838709677419,0.803548387096774,0.80241935483871,,,
15,0.795887096774194,0.851290322580645,0.817903225806452,0.981451612903226,0.926854838709677,0.849193548387097,0.69258064516129,0.866451612903226,0.795806451612903,0.791129032258064,,,
15,0.776935483870968,0.877258064516129,0.859274193548387,0.980645161290323,0.926129032258065,0.84758064516129,0.688225806451613,0.878145161290323,0.7775,0.810483870967742,,,
15,0.818629032258065,0.861290322580645,0.843467741935484,0.984677419354839,0.925161290322581,0.85241935483871,0.6875,0.874516129032258,0.776532258064516,0.799193548387097,,,
15,0.803629032258064,0.855161290322581,0.885322580645161,0.982258064516129,0.926129032258065,0.84758064516129,0.691693548387097,0.871774193548387,0.794677419354839,0.799193548387097,,,
15,0.78508064516129,0.87,0.855806451612903,0.982258064516129,0.926129032258065,0.84758064516129,0.69008064516129,0.871774193548387,0.810241935483871,0.810483870967742,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
16,0.783756684491979,0.863970588235294,0.817780748663102,0.98596256684492,0.931818181818182,0.85427807486631,0.687366310160428,0.878275401069519,0.767780748663102,0.802807486631016,,,
16,0.799532085561497,0.871390374331551,0.812098930481283,0.986631016042781,0.923128342245989,0.848930481283423,0.689237967914439,0.87346256684492,0.779612299465241,0.816844919786096,,,
2,0.8,0.96,0.8,1,1,1,0.88,1,0.8,0.8,,,
4,0.813333333333333,0.76,0.906666666666667,0.9,0.98,0.7,0.816666666666667,0.693333333333333,0.803333333333333,0.866666666666667,,,
4,0.82,0.8,0.873333333333333,0.9,0.98,0.8,0.8,0.79,0.793333333333333,0.866666666666667,,,
4,0.71,0.8,0.746666666666667,0.966666666666667,0.98,0.8,0.8,0.79,0.756666666666667,0.866666666666667,,,
55,0.786402246402247,0.941309231309231,0.935631800631801,0.963250263250263,0.65989820989821,0.784029484029484,0.648001053001053,0.952430677430678,0.770610740610741,0.873446823446824,,,
37,0.82096159317212,0.917627311522048,0.906429587482219,0.911806543385491,0.65753627311522,0.700711237553343,0.626674253200569,0.943431009957326,0.813308677098151,0.819345661450925,,,
5,0.832727272727273,0.943636363636364,0.929090909090909,0.890909090909091,1,0.927272727272728,0.854545454545455,0.921818181818182,0.812727272727273,0.836363636363636,,,
19,0.770769230769231,0.925506072874494,0.921295546558704,0.902429149797571,0.697975708502024,0.854655870445344,0.67582995951417,0.912388663967611,0.759554655870445,0.864372469635627,,,
2,0.8,0.82,1,1,0.94,1,0.82,1,0.8,0.8,,,
14,0.807093596059113,0.834285714285714,0.79064039408867,0.940886699507389,0.954384236453202,0.679802955665025,0.714679802955665,0.797635467980295,0.809556650246305,0.74679802955665,,,
92,0.755831848678973,0.924928926121072,0.905039611841856,0.944524468367386,0.645922823244001,0.783264470641749,0.654067700238808,0.90370645540351,0.748039877184337,0.881058337439824,,,
21,0.775807913017215,0.891120507399577,0.90749018423437,0.952280277861673,0.695258230141951,0.752340682573241,0.668136514648143,0.912926608275446,0.780126849894292,0.842041679250982,,,
21,0.761099365750529,0.947327091513138,0.936091815161583,0.924494110540622,0.684687405617638,0.732105104198127,0.66094835397161,0.929658713379644,0.778314708547267,0.841135608577469,,,
69,0.727577639751553,0.937589704633808,0.922375441261897,0.949416864024308,0.648566960096519,0.761320881183252,0.637745207560659,0.937202734706644,0.695880066133428,0.900469189865499,,,
21,0.800634249471459,0.8927514346119,0.933071579583208,0.916641498036847,0.684385382059801,0.754454847478103,0.667381455753549,0.927091513138025,0.77302929628511,0.836001208094231,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
48,0.761976646328635,0.912097622554176,0.924442457395329,0.936277088154849,0.680517567851883,0.687960235640648,0.646089312013465,0.93018356827267,0.789672312223859,0.858878602987587,,,
43,0.67062768827003,0.938200772763724,0.941222570532915,0.928118393234673,0.66892906612233,0.731318801487205,0.634183859444485,0.937384267697018,0.659878253262375,0.866516002041262,,,
1,1,1,1,1,1,1,1,1,1,1,,,
6,0.90989010989011,0.87032967032967,0.813186813186813,0.956043956043956,0.92967032967033,0.868131868131868,0.736263736263736,0.91978021978022,0.812087912087912,0.813186813186813,,,
6,0.863736263736264,0.954945054945055,0.747252747252747,0.967032967032967,0.930769230769231,0.989010989010989,0.715384615384615,0.973626373626374,0.794505494505495,0.714285714285714,,,
44,0.80919645897174,0.948988764044944,0.925131086142322,0.927102485529452,0.679822948586994,0.733946203609125,0.627623425263875,0.940149812734083,0.838719782090569,0.885495403472931,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
10,0.810649350649351,0.797662337662338,0.802337662337663,0.896103896103896,0.976623376623377,0.864935064935065,0.738961038961039,0.883896103896104,0.87012987012987,0.745454545454546,,,
8,0.795588235294118,0.838725490196078,0.831862745098039,0.92156862745098,0.97843137254902,0.882352941176471,0.726470588235294,0.92156862745098,0.799509803921569,0.823529411764706,,,
1,1,1,1,1,1,1,1,1,1,1,,,
8,0.82156862745098,0.847058823529412,0.829411764705882,0.936274509803922,0.972549019607843,0.906862745098039,0.730882352941177,0.904901960784314,0.812745098039216,0.823529411764706,,,
4,0.86,0.796666666666667,0.766666666666666,0.966666666666667,1,0.9,0.843333333333333,0.843333333333333,0.8,0.766666666666666,,,
21,0.76674720628209,0.869314406523709,0.856448202959831,0.935064935064935,0.687315010570825,0.747206282090003,0.667079432195711,0.926094835397161,0.771217154938085,0.848686197523407,,,
21,0.792962851102386,0.920024161884627,0.923014195107218,0.919359710057384,0.682452431289641,0.788281485955905,0.658985200845666,0.878495922681969,0.819903352461492,0.86288130474177,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
21,0.773059498640894,0.900513440048324,0.890395650860767,0.94291754756871,0.690154032014497,0.672606463304138,0.66433101781939,0.930474176985805,0.818181818181818,0.820295983086681,,,
9,0.753333333333333,0.85578947368421,0.721052631578947,0.936842105263158,1,0.898245614035088,0.752631578947368,0.89719298245614,0.748070175438596,0.775438596491228,,,
9,0.821754385964912,0.803157894736842,0.76,0.807017543859649,1,0.905263157894737,0.741052631578947,0.914035087719298,0.816140350877193,0.708771929824561,,,
1,1,1,1,1,1,1,1,1,1,1,,,
55,0.808975078975079,0.948044928044928,0.930008775008775,0.9495085995086,0.660586170586171,0.726360126360126,0.636512811512812,0.937850122850123,0.771475956475957,0.916935766935767,,,
7,0.687142857142857,0.942857142857143,0.932857142857143,0.957142857142857,0.93,0.921428571428572,0.719285714285714,0.985714285714286,0.717142857142857,0.907142857142857,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
36,0.785381957299766,0.927971121806738,0.924305812661977,0.884980871282241,0.66872763174133,0.698013081574725,0.63009379242256,0.949932123904726,0.795773170430705,0.809453288905344,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
25,0.740579185520362,0.889013574660634,0.86937556561086,0.920723981900453,0.677737556561086,0.739185520361991,0.650805429864253,0.915601809954751,0.723257918552036,0.82027149321267,,,
7,0.807142857142857,0.876428571428571,0.754285714285714,0.928571428571429,0.982857142857143,0.807142857142857,0.704285714285714,0.851428571428571,0.767142857142857,0.907142857142857,,,
55,0.832444717444718,0.907879957879958,0.889668304668305,0.928255528255529,0.658987363987364,0.716163566163567,0.62485257985258,0.951865566865567,0.831354861354861,0.885959985959986,,,
24,0.777816326530612,0.946795918367347,0.911612244897959,0.949387755102041,0.669632653061225,0.907142857142857,0.677530612244898,0.967836734693877,0.752959183673469,0.90530612244898,,,
24,0.783204081632653,0.93934693877551,0.900102040816327,0.933469387755102,0.669632653061225,0.737755102040817,0.633795918367347,0.966918367346939,0.780551020408163,0.811020408163266,,,
2,0.8,1,1,1,0.96,1,0.88,1,0.8,1,,,
39,0.763481012658228,0.887677702044791,0.884337877312561,0.863826679649465,0.674094449853944,0.728821811100292,0.673227848101266,0.881480038948394,0.722064264849075,0.81572541382668,,,
6,0.868131868131868,0.953846153846154,0.841758241758242,0.967032967032967,0.918681318681319,1,0.708791208791209,0.984615384615385,0.789010989010989,0.802197802197802,,,
1,1,1,1,1,1,1,1,1,1,1,,,
19,0.789635627530364,0.887773279352226,0.778380566801619,0.898785425101215,0.689311740890688,0.839271255060728,0.647165991902834,0.916882591093117,0.775708502024291,0.738056680161943,,,
55,0.835487890487891,0.943473148473149,0.891614601614602,0.956037206037206,0.661160056160056,0.806019656019656,0.63953316953317,0.951512811512812,0.84494032994033,0.875465075465076,,,
55,0.735551070551071,0.931669006669007,0.913782028782029,0.969094419094419,0.661400491400492,0.747788697788698,0.641563706563707,0.938144963144963,0.680542295542296,0.870340470340471,,,
7,0.915,0.863571428571429,0.85,0.978571428571428,0.97,0.95,0.732857142857143,0.943571428571429,0.893571428571429,0.85,,,
8,0.875490196078432,0.892156862745098,0.83578431372549,0.813725490196078,0.972549019607843,0.892156862745098,0.693627450980392,0.926960784313726,0.815196078431372,0.843137254901961,,,
19,0.753238866396761,0.921821862348178,0.884534412955465,0.885425101214575,0.689433198380567,0.872064777327935,0.650931174089069,0.918825910931174,0.770728744939271,0.808097165991903,,,
19,0.758825910931174,0.914615384615385,0.845141700404858,0.918218623481781,0.689554655870445,0.834817813765182,0.651862348178138,0.913400809716599,0.795384615384615,0.861538461538461,,,
1,1,1,1,1,1,1,1,1,1,1,,,
24,0.69430612244898,0.955040816326531,0.875612244897959,0.91265306122449,0.669571428571429,0.895510204081633,0.639387755102041,0.963571428571429,0.667632653061225,0.908571428571429,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
55,0.76962091962092,0.940407160407161,0.918223938223938,0.918357318357319,0.662169182169182,0.838118638118638,0.637636012636013,0.939391014391015,0.748576693576694,0.88894348894349,,,
7,0.868571428571429,0.842857142857143,0.683571428571429,0.892857142857143,1,0.885714285714286,0.729285714285714,0.930714285714286,0.862857142857143,0.771428571428572,,,
7,0.872857142857143,0.815714285714286,0.775,0.828571428571429,1,0.921428571428572,0.728571428571428,0.893571428571428,0.822142857142857,0.771428571428572,,,
7,0.872142857142857,0.813571428571429,0.762857142857143,0.828571428571429,1,0.921428571428572,0.734285714285714,0.893571428571428,0.832857142857143,0.771428571428572,,,
55,0.730596700596701,0.936826956826957,0.908455598455598,0.958213408213408,0.661172341172341,0.750895050895051,0.635861705861706,0.94441382941383,0.709296244296245,0.891926991926992,,,
55,0.81497893997894,0.944980694980695,0.924415584415585,0.971990171990172,0.661540891540892,0.744541944541945,0.632913302913303,0.946484731484731,0.836654966654967,0.875868725868726,,,
36,0.802875478217944,0.906442058496853,0.923201283475256,0.901641367394792,0.676169320004936,0.710786128594348,0.631716648155004,0.955244970998395,0.81791311859805,0.840059237319512,,,
36,0.831438973219795,0.924922868073553,0.919060841663582,0.89528569665556,0.673608540046896,0.738800444279896,0.625323954091077,0.94451437739109,0.852918672096754,0.842835986671603,,,
36,0.796606195236332,0.936147106010119,0.913982475626311,0.921942490435641,0.679402690361594,0.689806244600765,0.61543872639763,0.949296556830803,0.822442305319018,0.841848698013081,,,
55,0.757925587925588,0.928597753597754,0.902958932958933,0.957230607230607,0.663831168831169,0.741242541242541,0.631500526500527,0.950623025623026,0.718829413829414,0.876921726921727,,,
2,1,1,1,1,1,1,0.8,1,1,1,,,
55,0.808866268866269,0.940117585117585,0.91995085995086,0.957581607581607,0.657693927693928,0.74031239031239,0.633848718848719,0.953276588276589,0.827035802035802,0.888557388557388,,,
55,0.725679185679186,0.939970164970165,0.910473850473851,0.963952263952264,0.663190593190593,0.736328536328537,0.632269217269217,0.941351351351351,0.706888381888382,0.896718146718147,,,
55,0.723409968409969,0.937253422253422,0.913329238329239,0.975605475605476,0.656949806949807,0.763689013689014,0.634524394524395,0.944945594945595,0.707432432432433,0.868831168831169,,,
55,0.71945594945595,0.925459810459811,0.916328536328536,0.967111267111267,0.653292383292383,0.754106704106704,0.644812214812215,0.938032643032643,0.684833274833275,0.862899262899263,,,
55,0.710930150930151,0.933376623376623,0.917246402246402,0.966093366093366,0.657434187434188,0.737241137241138,0.633004563004563,0.941149526149527,0.694366444366444,0.896191646191646,,,
55,0.805896805896806,0.938617058617059,0.926131976131976,0.973745173745174,0.662434187434188,0.728483678483679,0.632867672867673,0.944749034749035,0.811379431379432,0.897209547209547,,,
48,0.807679360403956,0.943827582579424,0.921191878813381,0.94219440353461,0.672796128760783,0.745082053439933,0.632926572690932,0.945689564485588,0.814275194613928,0.825005259835893,,,
17,0.749075630252101,0.879887955182073,0.780168067226891,0.903081232492997,0.728683473389356,0.898039215686275,0.722521008403361,0.927002801120448,0.772605042016807,0.849859943977591,,,
55,0.738057213057213,0.951054756054756,0.922249912249912,0.962969462969463,0.661395226395227,0.72985257985258,0.634189189189189,0.953074763074763,0.713987363987364,0.899315549315549,,,
55,0.736661986661987,0.933216918216918,0.909598104598104,0.971621621621622,0.663617058617059,0.736293436293437,0.633708318708319,0.953243243243243,0.713608283608284,0.891593541593541,,,
1,1,1,1,1,1,1,1,1,1,1,,,
7,0.722142857142857,0.962857142857143,0.925714285714286,0.914285714285714,0.935,0.921428571428572,0.719285714285714,0.958571428571429,0.754285714285714,0.907142857142857,,,
63,0.763224128233971,0.926260779902512,0.897431571053618,0.919678008998875,0.662529293213348,0.741212035995501,0.640623828271466,0.930559851893513,0.765471503562055,0.865837082864642,,,
56,0.714643356178056,0.895566903985628,0.870081176392308,0.933212455918558,0.68340042584337,0.796426907977909,0.662732051367357,0.933154235145386,0.681322775966465,0.869834985694325,,,
64,0.805502012522361,0.929620974955277,0.889110017889088,0.941491502683363,0.666241055456172,0.721668157423972,0.626978980322004,0.936959973166369,0.814406305903399,0.884827817531306,,,
112,0.755108512431522,0.909683733670459,0.88516392751791,0.883832701222082,0.636939106616098,0.747865571007164,0.657443320691109,0.896290981879478,0.759924778761062,0.861236831015592,,,
88,0.793820224719101,0.923972922906459,0.918699468499507,0.938548501584114,0.645203078201555,0.719010231817316,0.665733799622583,0.901471148352695,0.796698897179758,0.869907896331434,,,
9,0.76,0.947368421052632,0.895438596491228,0.87719298245614,0.953684210526316,0.982456140350877,0.668070175438597,0.917894736842105,0.727017543859649,0.856140350877193,,,
9,0.753333333333333,0.952631578947368,0.925614035087719,0.964912280701755,0.950526315789474,0.996491228070175,0.649122807017544,0.919649122807017,0.726315789473684,0.814035087719298,,,
15,0.8025,0.890403225806452,0.831048387096774,0.992741935483871,0.929354838709678,0.828225806451613,0.68508064516129,0.869112903225807,0.783467741935484,0.861290322580645,,,
47,0.707662374020157,0.915823068309071,0.911662933930571,0.881047032474804,0.670652295632699,0.820884658454647,0.644440089585666,0.935708286674132,0.71791993281075,0.876959686450168,,,
47,0.716035834266517,0.934652855543113,0.914280515117581,0.918085106382979,0.661612541993281,0.811170212765957,0.634588465845465,0.952250839865621,0.678611422172452,0.869120940649496,,,
47,0.725389137737962,0.948586226203807,0.904440089585666,0.928107502799552,0.670128779395297,0.814557670772676,0.633720604703248,0.945075587905935,0.690380739081747,0.876707726763718,,,
47,0.713275475923852,0.947256438969765,0.88753359462486,0.903639417693169,0.67018477043673,0.803863381858903,0.639230123180291,0.938653415453528,0.679409294512878,0.861758118701008,,,
47,0.722396416573348,0.947082866741321,0.909162933930571,0.937346024636059,0.66484882418813,0.811226203807391,0.634924412094065,0.96055431131019,0.72248320268757,0.870408734602463,,,
47,0.741240201567749,0.944498880179172,0.910713885778275,0.920044792833147,0.670747480403136,0.777155655095185,0.635072788353863,0.950719484882419,0.707452407614782,0.878807390817469,,,
1,1,1,1,1,1,1,1,1,1,1,,,
47,0.742805151175812,0.950937849944009,0.898398656215006,0.930459126539754,0.669622060470325,0.798992161254199,0.640114781634938,0.943544232922732,0.721461366181411,0.876175811870101,,,
8,0.738235294117647,0.866666666666667,0.90343137254902,0.941176470588235,0.986274509803922,0.892156862745098,0.756372549019608,0.897549019607843,0.763235294117647,0.862745098039216,,,
43,0.818305751986586,0.919734635853321,0.911073849967194,0.867390828898447,0.651060727564336,0.766822191441277,0.634829044251658,0.920686010060509,0.841200699861486,0.873952030327331,,,
47,0.708675811870101,0.938751399776036,0.87976483762598,0.919316909294513,0.668516237402016,0.788381858902576,0.642973124300112,0.944641657334826,0.684767637178051,0.858342665173572,,,
49,0.798463821892393,0.90695856524428,0.889978973407545,0.904539270253556,0.65239332096475,0.73526283240569,0.635769944341373,0.924979591836735,0.826970933828077,0.865034013605442,,,
24,0.741244897959184,0.952836734693878,0.88634693877551,0.912448979591837,0.669530612244898,0.900816326530612,0.645734693877551,0.977061224489796,0.669938775510204,0.846938775510204,,,
24,0.792081632653061,0.960081632653061,0.888551020408163,0.92530612244898,0.687163265306123,0.77265306122449,0.642918367346939,0.958224489795919,0.786775510204082,0.803265306122449,,,
24,0.718204081632653,0.94765306122449,0.882673469387755,0.871632653061224,0.669714285714286,0.840816326530612,0.633326530612245,0.969122448979592,0.696897959183674,0.81530612244898,,,
22,0.755415019762846,0.898076416337286,0.879710144927536,0.896179183135705,0.698287220026351,0.719104084321476,0.673860342555995,0.923162055335969,0.732990777338604,0.853491436100132,,,
22,0.7666930171278,0.882555994729908,0.872569169960474,0.942819499341239,0.698629776021081,0.705928853754941,0.65038208168643,0.904795783926219,0.805691699604743,0.785770750988143,,,
22,0.75167325428195,0.940527009222662,0.891699604743083,0.910935441370224,0.697733860342556,0.715415019762846,0.685638998682477,0.926930171277997,0.738129117259552,0.828458498023715,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
5,0.754545454545455,0.96,0.910909090909091,0.981818181818182,0.947272727272727,0.818181818181818,0.730909090909091,0.965454545454546,0.749090909090909,0.909090909090909,,,
51,0.749494794183544,0.920533321618416,0.922712296270264,0.894895224706761,0.675714976057638,0.724047796863331,0.640069410886087,0.923863286912973,0.724131265650398,0.865307736238633,,,
4,0.796666666666667,0.986666666666667,0.866666666666667,1,0.98,0.8,0.82,0.786666666666667,0.79,0.866666666666667,,,
7,0.762142857142857,0.778571428571429,0.827142857142857,0.8,1,0.792857142857143,0.814285714285714,0.675,0.774285714285714,0.678571428571428,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
28,0.763987555094633,0.866645060928183,0.866722841586725,0.823049001814882,0.680399274047187,0.757583614207934,0.651270417422867,0.91711174487944,0.773243453461239,0.77754731656728,,,
