TestTargetsPerCommit,RL,RF,RRF,MART,RankNet,RankBoost,Coordinate Ascent,LambdaMART,RLMLP,kNN,lang,normal,RPA
64,0.803919946332737,0.939929561717352,0.942830948121646,0.910889982110912,0.660157647584973,0.757792933810376,0.642491055456172,0.932871198568873,0.812495527728086,0.823781305903399,,,
56,0.737717080311398,0.926413933062745,0.9158293965001,0.984596446869386,0.659860935524652,0.726262559052499,0.637108257369087,0.947737707099607,0.733074389513607,0.898180184975714,,,
5,0.827272727272727,0.783636363636364,0.861818181818182,0.927272727272728,0.963636363636364,1,0.736363636363636,0.943636363636364,0.789090909090909,0.818181818181818,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
54,0.746475766842739,0.896491520711704,0.889956445185803,0.976387730516171,0.670864609396719,0.736057825966083,0.647400611620795,0.923132239829488,0.762555833565008,0.886386803817996,,,
1,1,1,1,1,1,1,1,1,1,1,,,
11,0.803359683794467,0.841699604743083,0.812648221343874,0.986166007905138,0.942490118577075,0.913043478260869,0.681422924901186,0.959881422924901,0.76205533596838,0.83201581027668,,,
10,0.827012987012987,0.788311688311688,0.790909090909091,0.987012987012987,0.955064935064935,0.916883116883117,0.695584415584416,0.955324675324675,0.84051948051948,0.779220779220779,,,
10,0.763896103896104,0.786493506493507,0.786753246753247,0.994805194805195,0.955064935064935,0.916883116883117,0.692727272727273,0.955324675324675,0.811428571428571,0.779220779220779,,,
1,1,1,1,1,1,1,1,1,1,1,,,
56,0.784336948566106,0.927977576685075,0.921182380730587,0.970789806374343,0.665059218843569,0.77026082906381,0.642434626388981,0.939086100206268,0.748100339343935,0.884539889546876,,,
14,0.747881773399015,0.916748768472906,0.902758620689655,0.983251231527094,0.977635467980295,0.930049261083744,0.69615763546798,0.934285714285714,0.743645320197044,0.887684729064039,,,
56,0.736664116042318,0.927965932530441,0.923368154900526,0.979040521658128,0.66344733515204,0.753326901324107,0.636862066671103,0.945500365959146,0.701537028411737,0.89026215982434,,,
14,0.749655172413793,0.916354679802955,0.920197044334975,0.979310344827586,0.977635467980295,0.911330049261084,0.695369458128079,0.930935960591133,0.736650246305419,0.888669950738916,,,
14,0.767389162561576,0.928275862068965,0.925615763546798,0.984236453201971,0.977931034482759,0.9064039408867,0.679507389162562,0.931822660098522,0.745911330049261,0.885714285714286,,,
25,0.737085972850679,0.909466063348416,0.888579185520362,0.977556561085973,0.657647058823529,0.861357466063349,0.705610859728507,0.933773755656109,0.712977375565611,0.888506787330317,,,
1,1,1,1,1,1,1,1,1,1,1,,,
46,0.744662946495181,0.936537256423264,0.941240189788428,0.971740622482171,0.658276386858047,0.819999403181045,0.6567157052908,0.932195398525857,0.752615559070156,0.851033988839486,,,
2,0.8,1,0.94,1,1,1,0.94,0.8,0.8,0.8,,,
26,0.754700854700855,0.869859700048379,0.821432027092404,0.946944041283664,0.667585873246251,0.870666021609418,0.68598613126915,0.918916303821964,0.73912272214159,0.799387195613611,,,
47,0.745282754759238,0.946825307950728,0.928992161254199,0.967049272116462,0.674518477043673,0.806746920492721,0.656063829787234,0.927959126539754,0.73946248600224,0.872088465845465,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
56,0.777739703240402,0.934119036529377,0.935923880497704,0.965050901590259,0.663821611551002,0.812179785747555,0.63971987490851,0.939837979905516,0.746426907977909,0.890694656996474,,,
56,0.770111118504225,0.920495375607159,0.913377470224233,0.978291968860203,0.664679952092621,0.755506021691397,0.648596047641227,0.92811896999135,0.730219908177524,0.886402954288376,,,
2,1,1,1,1,1,1,0.8,1,1,1,,,
2,1,1,1,1,1,1,0.8,1,1,1,,,
47,0.751229003359463,0.93486562150056,0.906567749160134,0.941489361702127,0.6693281075028,0.836366181410974,0.650291153415454,0.933541433370661,0.690657894736842,0.858454647256439,,,
2,1,1,1,1,1,1,0.84,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
20,0.763135888501742,0.90602787456446,0.865644599303136,0.913588850174216,0.709616724738676,0.742508710801394,0.68808362369338,0.929721254355401,0.743519163763066,0.801742160278746,,,
57,0.755751597885268,0.915102974828375,0.909475262368816,0.953318077803204,0.661409295352324,0.775428075435966,0.64213840448197,0.937373944606644,0.724737631184408,0.895525921249901,,,
1,1,1,1,1,1,1,1,1,1,1,,,
57,0.757973644756569,0.928946579341908,0.922480864830743,0.986143770220153,0.66351140219364,0.726221099976328,0.63190878245088,0.944750256450722,0.76117888424209,0.894058234040874,,,
1,1,1,1,1,1,1,1,1,1,1,,,
33,0.717742836619044,0.923218133929284,0.919019873892569,0.976933514246947,0.645270971346476,0.737010136483359,0.652358528214542,0.943874211828558,0.702945167212068,0.888339053396121,,,
33,0.725556708436428,0.946420304892649,0.913440817303855,0.96695666054753,0.648168249660787,0.774762550881954,0.659062973900551,0.930529172320217,0.709649612898077,0.891691276239125,,,
1,1,1,1,1,1,1,1,1,1,1,,,
6,0.71978021978022,0.835164835164835,0.818681318681319,0.857142857142857,1,0.758241758241758,0.867032967032967,0.820879120879121,0.818681318681319,0.813186813186813,,,
57,0.754567979168311,0.919509192772035,0.922548725637181,0.958510218574922,0.662963781267261,0.758841631815671,0.63003235224493,0.931006075909414,0.737572792551093,0.892669454746311,,,
57,0.760202004261027,0.936188747731398,0.913668428943423,0.983666061705989,0.647597254004577,0.722591335910992,0.633965122701807,0.940055235540125,0.726669296930482,0.894799968436834,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
50,0.778390215492137,0.926569598136284,0.926606872451951,0.945602795573675,0.670054746651136,0.748421665695982,0.64105066977286,0.947259172976121,0.77900757134537,0.895958066394875,,,
47,0.719888017917133,0.925688689809631,0.924549272116461,0.948824188129899,0.674588465845465,0.814669652855543,0.652018477043673,0.946170212765957,0.686131019036954,0.872200447928331,,,
47,0.732256438969765,0.93511758118701,0.914594064949608,0.945632698768197,0.67072228443449,0.78969764837626,0.642900335946249,0.950156774916013,0.69942889137738,0.872060470324748,,,
36,0.800222139948167,0.938880661483401,0.895945945945946,0.947550290016043,0.682963100086388,0.694434160187585,0.633789954337899,0.954646427249167,0.792879180550413,0.881587066518573,,,
36,0.836572874244107,0.931340244353943,0.906546957916821,0.946254473651734,0.67258422806368,0.690053066765395,0.631605578180921,0.95857089966679,0.87417006047143,0.864864864864865,,,
1,1,1,1,1,1,1,1,1,1,1,,,
4,0.923333333333334,1,0.953333333333333,1,1,0.966666666666667,0.806666666666667,0.966666666666667,0.833333333333333,0.933333333333333,,,
1,1,1,1,1,1,1,1,1,1,1,,,
59,0.759228030195129,0.922603617718274,0.905234297108674,0.928827802307364,0.662815838199687,0.782011109528557,0.646114513602051,0.919111237715425,0.75636803874092,0.890713573565019,,,
7,0.797142857142857,0.881428571428571,0.902857142857143,0.971428571428572,0.982857142857143,0.828571428571429,0.712857142857143,0.864285714285714,0.774285714285714,0.857142857142857,,,
1,1,1,1,1,1,1,1,1,1,1,,,
4,0.896666666666667,0.996666666666667,0.68,0.966666666666667,1,1,0.743333333333333,0.966666666666667,0.916666666666667,0.866666666666667,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
33,0.717407614334744,0.883789608109187,0.827671801420704,0.944289248942454,0.652454306010057,0.825125708356613,0.683574108069279,0.906840130896321,0.719035836858488,0.802777556069918,,,
2,0.8,0.88,0.98,0.8,1,0.8,0.98,0.8,0.8,0.8,,,
6,0.813186813186813,0.949450549450549,0.879120879120879,0.989010989010989,0.931868131868132,0.989010989010989,0.726373626373626,0.969230769230769,0.732967032967033,0.912087912087912,,,
2,1,1,0.8,1,1,1,0.8,1,1,1,,,
25,0.777303167420815,0.921628959276018,0.863330316742081,0.948778280542986,0.656995475113122,0.764886877828054,0.680235294117647,0.879493212669683,0.763511312217195,0.843800904977375,,,
2,0.8,1,0.8,0.8,1,0.8,0.94,0.8,0.8,0.8,,,
9,0.795789473684211,0.781754385964912,0.783859649122807,0.975438596491228,0.974736842105263,0.947368421052632,0.668070175438597,0.957894736842105,0.757543859649123,0.884210526315789,,,
15,0.746290322580645,0.810241935483871,0.698870967741936,0.969354838709677,0.925322580645161,0.793548387096774,0.690241935483871,0.881129032258065,0.791048387096774,0.820967741935484,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
56,0.821546676425577,0.930920220906248,0.903787677157495,0.908776365692994,0.66749783751414,0.899860270144388,0.64114545212589,0.940997405016968,0.826097877436955,0.886203340208929,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
2,0.8,1,0.8,1,1,1,0.98,0.82,0.8,1,,,
4,0.873333333333333,0.946666666666667,0.88,0.833333333333333,1,0.966666666666667,0.873333333333333,0.733333333333333,0.926666666666667,0.866666666666667,,,
13,0.773992673992674,0.934432234432235,0.940293040293041,0.93040293040293,0.996459096459097,0.886446886446887,0.698656898656899,0.942002442002442,0.713797313797314,0.854700854700855,,,
13,0.808791208791209,0.964835164835165,0.947374847374847,0.942612942612943,0.995604395604396,0.884004884004884,0.683150183150183,0.966422466422467,0.847985347985348,0.876678876678877,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
47,0.733947368421053,0.914930011198208,0.925652295632699,0.923768197088466,0.671917693169093,0.818561030235163,0.65256718924972,0.945705487122061,0.718449048152296,0.903331466965286,,,
55,0.727851877851878,0.94497191997192,0.918878553878554,0.968515268515269,0.662232362232362,0.773920673920674,0.631869076869077,0.947520182520183,0.716491751491752,0.888890838890839,,,
1,1,1,1,1,1,1,1,1,1,1,,,
13,0.796947496947497,0.924053724053724,0.914774114774115,0.925518925518926,0.995482295482296,0.936507936507937,0.695360195360195,0.952258852258852,0.8,0.862026862026862,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
13,0.75042735042735,0.912698412698413,0.956288156288156,0.946275946275947,0.997435897435897,0.907203907203907,0.694383394383394,0.971916971916972,0.780586080586081,0.901098901098901,,,
13,0.80964590964591,0.953235653235653,0.942124542124542,0.951159951159951,0.996581196581197,0.879120879120879,0.681196581196581,0.970451770451771,0.828815628815629,0.876678876678877,,,
55,0.740393120393121,0.93990873990874,0.918060723060723,0.978308178308178,0.661447876447877,0.733696033696034,0.627579852579853,0.947523692523693,0.702279747279747,0.903615303615304,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
55,0.721533871533872,0.928671463671464,0.913039663039663,0.97053352053352,0.660819585819586,0.725377325377325,0.627616707616708,0.932779922779923,0.69970164970165,0.903861003861004,,,
55,0.767076167076167,0.944168129168129,0.933223938223938,0.975552825552825,0.653431028431029,0.744419094419095,0.630738855738856,0.951214461214462,0.751840996840997,0.91005616005616,,,
55,0.76531239031239,0.936193401193401,0.925366795366795,0.974657774657775,0.652393822393823,0.747437697437698,0.63458932958933,0.945196560196561,0.767118287118287,0.905668655668656,,,
6,0.843956043956044,0.85054945054945,0.845054945054945,0.923076923076923,0.934065934065934,0.78021978021978,0.710989010989011,0.934065934065934,0.806593406593407,0.835164835164835,,,
5,0.850909090909091,0.927272727272727,0.930909090909091,0.981818181818182,1,0.927272727272728,0.752727272727273,0.92,0.878181818181818,0.909090909090909,,,
13,0.791575091575092,0.925763125763126,0.946642246642247,0.926739926739927,0.997313797313797,0.902319902319902,0.706349206349207,0.954090354090354,0.746886446886447,0.804639804639805,,,
55,0.755096525096525,0.941065286065286,0.926354861354861,0.967936117936118,0.663595998595999,0.78917163917164,0.626491751491752,0.949050544050544,0.733459108459109,0.894348894348894,,,
13,0.798290598290598,0.944078144078144,0.939438339438339,0.953601953601954,0.996214896214896,0.879120879120879,0.702564102564103,0.948595848595849,0.865567765567766,0.888888888888889,,,
55,0.770831870831871,0.938073008073008,0.926502281502282,0.974850824850825,0.651281151281151,0.726676026676027,0.625078975078975,0.948457353457354,0.751151281151281,0.892207792207792,,,
25,0.810696832579186,0.88124886877828,0.853466063348416,0.899366515837104,0.65420814479638,0.714389140271493,0.648868778280543,0.91489592760181,0.791438914027149,0.813031674208145,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
26,0.77677793904209,0.822415739396871,0.869408159974198,0.804870182228673,0.671488469601677,0.820190291888405,0.667102080309627,0.914368650217707,0.779390420899855,0.804063860667634,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
68,0.756018630873486,0.900671122146098,0.894890510948905,0.940999122594134,0.661581757425281,0.797188567588254,0.656373326861687,0.938068213638994,0.757168592603655,0.87398024903392,,,
55,0.722216567216567,0.933416988416988,0.924727974727974,0.98062478062478,0.660640575640576,0.735608985608986,0.626597051597052,0.952253422253423,0.698962793962794,0.914882414882415,,,
55,0.731053001053001,0.937492102492103,0.923648648648649,0.981695331695332,0.652916812916813,0.719252369252369,0.626447876447877,0.951282906282906,0.71418918918919,0.890101790101791,,,
3,0.842857142857143,0.714285714285714,0.714285714285714,0.928571428571429,1,1,0.914285714285714,0.928571428571429,0.842857142857143,0.714285714285714,,,
1,1,1,1,1,1,1,1,1,1,1,,,
55,0.73975780975781,0.936681291681292,0.920717795717796,0.963144963144963,0.660451035451036,0.726728676728677,0.630635310635311,0.947051597051597,0.703969813969814,0.9,,,
70,0.723121708977268,0.919750845498523,0.901356222441029,0.927051671732523,0.646222869129672,0.793929534654737,0.632476561496639,0.937207928421594,0.687114174408151,0.877349201592534,,,
70,0.721054839676356,0.934742069437904,0.911574981805728,0.969193886724603,0.651321546299071,0.770897726786249,0.634371334389315,0.931671732522796,0.700023117427972,0.874301125904362,,,
9,0.811929824561404,0.899649122807017,0.933684210526316,0.992982456140351,0.983157894736842,0.873684210526316,0.671578947368421,0.900701754385965,0.756842105263158,0.915789473684211,,,
9,0.737543859649123,0.897894736842105,0.910175438596491,0.982456140350877,0.983157894736842,0.996491228070175,0.671929824561403,0.951578947368421,0.773333333333333,0.842105263157895,,,
9,0.793333333333333,0.903859649122807,0.912631578947368,0.989473684210527,0.983157894736842,0.996491228070175,0.676140350877193,0.928421052631579,0.84,0.821052631578947,,,
9,0.774736842105263,0.898947368421053,0.886666666666666,0.989473684210527,0.979649122807017,0.996491228070175,0.655438596491228,0.953333333333333,0.741052631578947,0.842105263157895,,,
9,0.751578947368421,0.884561403508772,0.879649122807018,0.975438596491228,0.974736842105263,0.996491228070175,0.663508771929825,0.952280701754386,0.768771929824561,0.842105263157895,,,
9,0.733333333333333,0.891228070175439,0.880701754385965,0.975438596491228,0.974736842105263,0.996491228070175,0.66280701754386,0.961052631578948,0.774385964912281,0.842105263157895,,,
9,0.779298245614035,0.892280701754386,0.879649122807017,0.992982456140351,0.983157894736842,0.996491228070175,0.674035087719298,0.951578947368421,0.72140350877193,0.842105263157895,,,
