TestTargetsPerCommit,RL,RF,RRF,MART,RankNet,RankBoost,Coordinate Ascent,LambdaMART,RLMLP,kNN,imaging,normal,RPA
46,0.776610665154726,0,0.917934409596849,0,0,0,0,0,0.765387484706514,0,,,
41,0.740699382897443,0,0.924415431761891,0,0,0,0,0,0.720733806305361,0,,,
3,0.785714285714286,0,1,0,0,0,0,0,0.785714285714286,0,,,
43,0.739895749799519,0,0.918469782022308,0,0,0,0,0,0.725537654005978,0,,,
43,0.741452212582926,0,0.916796675657942,0,0,0,0,0,0.769541444922359,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
49,0.74786889301175,0,0.906149659863946,0,0,0,0,0,0.738315398886828,0,,,
4,0.72,0,0.913333333333333,0,0,0,0,0,0.78,0,,,
19,0.711943319838057,0,0.886963562753036,0,0,0,0,0,0.701457489878542,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
40,0.725280036133695,0,0.879196025293587,0,0,0,0,0,0.709683830171635,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
3,0.892857142857143,0,0.721428571428571,0,0,0,0,0,0.785714285714286,0,,,
7,0.776428571428571,0,0.853571428571429,0,0,0,0,0,0.842857142857143,0,,,
3,0.785714285714286,0,1,0,0,0,0,0,0.785714285714286,0,,,
41,0.726300323244196,0,0.907107174341967,0,0,0,0,0,0.726224759665841,0,,,
41,0.709882036858234,0,0.915696234415012,0,0,0,0,0,0.729692288317031,0,,,
