TestTargetsPerCommit,RL,RF,RRF,MART,RankNet,RankBoost,Coordinate Ascent,LambdaMART,RLMLP,kNN,compress,normal,RPA
12,0.752923076923077,0,0.916615384615384,0,0,0,0,0,0.788923076923077,0,,,
20,0.752543554006969,0,0.898815331010453,0,0,0,0,0,0.750975609756098,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
21,0.794140742977952,0,0.918906674720628,0,0,0,0,0,0.810238598610692,0,,,
19,0.803603238866397,0,0.920283400809716,0,0,0,0,0,0.827368421052631,0,,,
19,0.763198380566801,0,0.921781376518218,0,0,0,0,0,0.793157894736842,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
13,0.83980463980464,0,0.957020757020757,0,0,0,0,0,0.855799755799756,0,,,
22,0.78498023715415,0,0.943241106719368,0,0,0,0,0,0.780131752305665,0,,,
21,0.78115372999094,0,0.927755964965267,0,0,0,0,0,0.79323467230444,0,,,
20,0.741811846689895,0,0.888466898954704,0,0,0,0,0,0.745540069686411,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
1,1,0,1,0,0,0,0,0,1,0,,,
20,0.780766550522648,0,0.903519163763066,0,0,0,0,0,0.750836236933798,0,,,
20,0.683344947735192,0,0.88808362369338,0,0,0,0,0,0.687735191637631,0,,,
